name,label,n,q,mm,gamma1,sigma_min,sigma_max,Method,Draw,mse_loss_shannon,time
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.70,3.9769867928697202,33.835000000002765
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.71,3.6545282502730694,32.409999999999854
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.72,3.902761877998408,33.08399999999892
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.73,3.6415610346329106,32.181000000000495
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.74,3.571254896788242,32.91899999999805
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.75,4.147921974875312,34.13000000000102
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.76,2.6194179133149116,32.68500000000131
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.77,3.394463167105632,32.83299999999872
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.78,3.1581313626364853,30.733000000000175
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.79,3.392592471446971,29.895000000000437
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.80,3.1646282415467732,33.931000000000495
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.81,3.3403945401982114,28.07999999999811
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.82,3.708641731404812,28.493000000002212
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.83,3.7936550666823377,28.471999999997934
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.84,3.197378933649395,28.566999999999098
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.85,4.312165354103835,28.721000000001368
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.86,3.6956855866921163,29.169000000001688
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.87,3.928255552737812,28.688999999998487
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.88,3.5290725869716195,28.86699999999837
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.89,3.535016343458866,29.817000000002736
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.90,3.6428585951804964,29.33599999999933
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.91,4.11898460026422,29.195999999999913
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.92,3.577694786229357,30.340000000000146
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.93,3.6311455494491782,29.41899999999805
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.94,3.3973147769139027,31.242000000002008
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.95,4.0455868635784205,29.945999999999913
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.96,3.4884510412955154,29.622999999999593
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.97,3.8105381554637456,28.843000000000757
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.98,3.806804331135226,30.842000000000553
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.99,4.1887924329240125,29.30999999999767
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-linear,r1.100,3.901467584771551,30.122999999999593
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-quad,r1.1,3.716235120268187,29.297999999998865
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-quad,r1.2,4.626852008499759,29.512000000002445
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-quad,r1.3,3.5540257013628063,29.331999999998516
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-quad,r1.4,3.1884055096249355,29.702000000001135
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-quad,r1.5,3.6020691684352464,29.39300000000003
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-quad,r1.6,3.1515174952260003,29.764999999999418
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-quad,r1.7,4.086232497137821,29.88799999999901
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-quad,r1.8,3.609802602375132,29.711999999999534
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,arbel-quad,r1.9,3.7679047945940862,29.504000000000815
